ROLL NUMBER,TEACHER,SUBJECT,FEEDBACK_TEXT,teaching,coursecontent,examination,labwork,library_facilities,extracurricular
1486,Dr. Verma,Economics,The concepts were explained in a student-friendly way.,1,0,0,0,0,0
1487,Ms. Rani,History,The teacher explains very clearly. Content was outdated. Labs were well-equipped and interesting.,1,1,0,1,0,0
1488,Ms. Joshi,Chemistry,The learning resources were very helpful. Exams were fair and well-balanced. Great support for extracurriculars. New books were regularly added.,0,1,1,0,1,1
1489,Ms. Rani,English,Exam patterns were predictable and easy. There were lots of workshops and events.,0,0,1,0,0,1
1490,Prof. Khan,Biology,Great support for extracurriculars. Library was not maintained properly.,0,0,0,0,1,1
1491,Ms. Joshi,Computer Science,We had hands-on experience every week. Course material was relevant and engaging. Exam patterns were predictable and easy.,0,1,1,1,0,0
1492,Mr. Sharma,Chemistry,Exam patterns were predictable and easy.,0,0,1,0,0,0
1493,Dr. Verma,Computer Science,Library had enough resources. The concepts were explained in a student-friendly way.,1,0,0,0,1,0
1494,Ms. Rani,Economics,The syllabus was well-structured. Not many extracurricular activities were encouraged. New books were regularly added.,0,1,0,0,1,1
1495,Mr. Sharma,History,Library was not maintained properly. Student clubs were very active.,0,0,0,0,1,1
1496,Dr. Mehta,Biology,We faced issues in accessing the digital library. Lab assistants were very helpful.,0,0,0,1,1,0
1497,Mrs. Das,Computer Science,Library was not maintained properly. The course covered all essential topics. The teacher explains very clearly.,1,1,0,0,1,0
1498,Mr. Iyer,English,Evaluation was not up to the mark. Labs were well-equipped and interesting. New books were regularly added. Student clubs were very active.,0,0,1,1,1,1
1499,Ms. Rani,Biology,Continuous assessment was beneficial.,0,0,1,0,0,0
1500,Dr. Verma,Chemistry,We faced issues in accessing the digital library. The questions in the exam were tricky.,0,0,1,0,1,0
1501,Prof. Khan,Economics,Content was outdated. Exam patterns were predictable and easy. Loved the cultural and sports events.,0,1,1,0,0,1
1502,Ms. Joshi,Biology,Evaluation was not up to the mark.,0,0,1,0,0,0
1503,Dr. Verma,Computer Science,New books were regularly added. Exam patterns were predictable and easy. Labs were well-equipped and interesting. Loved the cultural and sports events.,0,0,1,1,1,1
1504,Prof. Khan,Economics,The concepts were explained in a student-friendly way. Exams were fair and well-balanced. The course covered all essential topics. Library was not maintained properly.,1,1,1,0,1,0
1505,Mr. Iyer,Chemistry,New books were regularly added. The learning resources were very helpful.,0,1,0,0,1,0
1506,Dr. Verma,Mathematics,Library was not maintained properly. The syllabus was well-structured. Loved the cultural and sports events. The teacher encouraged student interaction.,1,1,0,0,1,1
1507,Dr. Verma,Physics,The teacher encouraged student interaction. Lab assistants were very helpful. New books were regularly added. The questions in the exam were tricky.,1,0,1,1,1,0
1508,Mrs. Das,Physics,Exam patterns were predictable and easy. The teacher encouraged student interaction. Not many extracurricular activities were encouraged. Lab sessions helped reinforce theory.,1,0,1,1,0,1
1509,Dr. Mehta,Biology,Evaluation was not up to the mark.,0,0,1,0,0,0
1510,Ms. Joshi,Biology,Labs were well-equipped and interesting. There were lots of workshops and events.,0,0,0,1,0,1
1511,Ms. Rani,Physics,Student clubs were very active. The learning resources were very helpful. Continuous assessment was beneficial.,0,1,1,0,0,1
1512,Mrs. Das,Mathematics,The learning resources were very helpful. We had hands-on experience every week. Loved the cultural and sports events.,0,1,0,1,0,1
1513,Mr. Sharma,Biology,Lab sessions helped reinforce theory. Library had enough resources.,0,0,0,1,1,0
1514,Ms. Rani,Biology,The concepts were explained in a student-friendly way. Library was not maintained properly. Loved the cultural and sports events. Content was outdated.,1,1,0,0,1,1
1515,Mr. Sharma,Chemistry,Library was not maintained properly. The teacher explains very clearly. Student clubs were very active. Lab assistants were very helpful.,1,0,0,1,1,1
1516,Mr. Iyer,Physics,Evaluation was not up to the mark. The syllabus was well-structured.,0,1,1,0,0,0
1517,Mr. Iyer,Computer Science,The learning resources were very helpful.,0,1,0,0,0,0
1518,Dr. Mehta,English,Great support for extracurriculars.,0,0,0,0,0,1
1519,Dr. Mehta,English,Lab assistants were very helpful.,0,0,0,1,0,0
1520,Mrs. Das,Physics,The teacher was very supportive and helpful.,1,0,0,0,0,0
1521,Ms. Joshi,Mathematics,The syllabus was well-structured.,0,1,0,0,0,0
1522,Dr. Mehta,Biology,Continuous assessment was beneficial. The reading space in the library is great.,0,0,1,0,1,0
1523,Mrs. Das,Mathematics,Course material was relevant and engaging.,0,1,0,0,0,0
1524,Ms. Joshi,Physics,Labs were well-equipped and interesting. The teacher explains very clearly.,1,0,0,1,0,0
1525,Dr. Verma,Chemistry,Content was outdated.,0,1,0,0,0,0
1526,Dr. Mehta,English,The reading space in the library is great. Course material was relevant and engaging. Exam patterns were predictable and easy. Not many extracurricular activities were encouraged.,0,1,1,0,1,1
1527,Mrs. Das,History,Exam patterns were predictable and easy. The teacher encouraged student interaction. Library was not maintained properly. The learning resources were very helpful.,1,1,1,0,1,0
1528,Ms. Joshi,Mathematics,The reading space in the library is great.,0,0,0,0,1,0
1529,Ms. Rani,Chemistry,Not many extracurricular activities were encouraged.,0,0,0,0,0,1
1530,Mr. Sharma,History,Evaluation was not up to the mark. Library had enough resources.,0,0,1,0,1,0
1531,Dr. Verma,Physics,Loved the cultural and sports events.,0,0,0,0,0,1
1532,Mrs. Das,History,Continuous assessment was beneficial.,0,0,1,0,0,0
1533,Ms. Joshi,Computer Science,The teacher explains very clearly.,1,0,0,0,0,0
1534,Mr. Sharma,Biology,The teacher encouraged student interaction.,1,0,0,0,0,0
1535,Dr. Mehta,Chemistry,Exam patterns were predictable and easy. The teacher explains very clearly. Loved the cultural and sports events.,1,0,1,0,0,1
1536,Prof. Khan,History,The questions in the exam were tricky. Student clubs were very active. Lab sessions helped reinforce theory.,0,0,1,1,0,1
1537,Ms. Joshi,History,Evaluation was not up to the mark. Lab work was poorly managed.,0,0,1,1,0,0
1538,Ms. Joshi,History,Good teaching methods and examples. Library was not maintained properly. The course covered all essential topics. Exams were fair and well-balanced.,1,1,1,0,1,0
1539,Ms. Rani,Chemistry,Exam patterns were predictable and easy. Not many extracurricular activities were encouraged. Lab assistants were very helpful.,0,0,1,1,0,1
1540,Ms. Joshi,English,Exams were fair and well-balanced.,0,0,1,0,0,0
1541,Prof. Khan,Computer Science,Exam patterns were predictable and easy. The learning resources were very helpful.,0,1,1,0,0,0
1542,Ms. Joshi,Economics,Loved the cultural and sports events. Library had enough resources. Lab work was poorly managed. Content was outdated.,0,1,0,1,1,1
1543,Dr. Mehta,Mathematics,Exam patterns were predictable and easy.,0,0,1,0,0,0
1544,Prof. Khan,Chemistry,Exams were fair and well-balanced.,0,0,1,0,0,0
1545,Mr. Sharma,Physics,Not many extracurricular activities were encouraged.,0,0,0,0,0,1
1546,Dr. Verma,Physics,Continuous assessment was beneficial. Lab work was poorly managed. We faced issues in accessing the digital library.,0,0,1,1,1,0
1547,Mr. Iyer,Economics,Course material was relevant and engaging.,0,1,0,0,0,0
1548,Ms. Joshi,English,Lab sessions helped reinforce theory. Good teaching methods and examples.,1,0,0,1,0,0
1549,Prof. Khan,Chemistry,The concepts were explained in a student-friendly way. Library had enough resources. The syllabus was well-structured.,1,1,0,0,1,0
1550,Mr. Sharma,History,There were lots of workshops and events.,0,0,0,0,0,1
1551,Dr. Verma,Chemistry,Library was not maintained properly.,0,0,0,0,1,0
1552,Mrs. Das,History,The syllabus was well-structured. Exam patterns were predictable and easy.,0,1,1,0,0,0
1553,Ms. Rani,English,Labs were well-equipped and interesting. Loved the cultural and sports events. The teacher encouraged student interaction.,1,0,0,1,0,1
1554,Mrs. Das,English,The course covered all essential topics.,0,1,0,0,0,0
1555,Ms. Rani,Economics,Content was outdated. Lab sessions helped reinforce theory. Not many extracurricular activities were encouraged. Evaluation was not up to the mark.,0,1,1,1,0,1
1556,Ms. Joshi,Biology,There were lots of workshops and events. We faced issues in accessing the digital library. Exams were fair and well-balanced.,0,0,1,0,1,1
1557,Dr. Verma,Physics,Continuous assessment was beneficial. The concepts were explained in a student-friendly way.,1,0,1,0,0,0
1558,Mr. Iyer,Biology,Loved the cultural and sports events. Course material was relevant and engaging.,0,1,0,0,0,1
1559,Dr. Mehta,Computer Science,Continuous assessment was beneficial. The teacher explains very clearly. The course covered all essential topics.,1,1,1,0,0,0
1560,Dr. Verma,English,The teacher was very supportive and helpful. Continuous assessment was beneficial.,1,0,1,0,0,0
1561,Prof. Khan,Biology,Lab assistants were very helpful. The course covered all essential topics.,0,1,0,1,0,0
1562,Mr. Iyer,History,Content was outdated. Lab work was poorly managed.,0,1,0,1,0,0
1563,Dr. Mehta,Chemistry,Great support for extracurriculars. The teacher explains very clearly.,1,0,0,0,0,1
1564,Dr. Verma,Physics,Course material was relevant and engaging.,0,1,0,0,0,0
1565,Mrs. Das,History,The teacher explains very clearly.,1,0,0,0,0,0
1566,Dr. Mehta,History,There were lots of workshops and events.,0,0,0,0,0,1
1567,Dr. Mehta,English,The teacher encouraged student interaction. Library had enough resources. Great support for extracurriculars.,1,0,0,0,1,1
1568,Mr. Iyer,Biology,There were lots of workshops and events. New books were regularly added. Labs were well-equipped and interesting.,0,0,0,1,1,1
1569,Mr. Iyer,Chemistry,The teacher encouraged student interaction. We faced issues in accessing the digital library. The questions in the exam were tricky.,1,0,1,0,1,0
1570,Mrs. Das,Biology,The syllabus was well-structured.,0,1,0,0,0,0
1571,Mrs. Das,Physics,The concepts were explained in a student-friendly way. The course covered all essential topics.,1,1,0,0,0,0
1572,Mr. Iyer,Physics,The questions in the exam were tricky. The reading space in the library is great.,0,0,1,0,1,0
1573,Ms. Rani,Computer Science,Course material was relevant and engaging. Evaluation was not up to the mark. We faced issues in accessing the digital library. Lab sessions helped reinforce theory.,0,1,1,1,1,0
1574,Prof. Khan,Chemistry,We faced issues in accessing the digital library. Content was outdated. We had hands-on experience every week.,0,1,0,1,1,0
1575,Ms. Rani,Chemistry,Content was outdated.,0,1,0,0,0,0
1576,Mrs. Das,Biology,The teacher was very supportive and helpful. Continuous assessment was beneficial. Library was not maintained properly.,1,0,1,0,1,0
1577,Dr. Mehta,History,Continuous assessment was beneficial. The teacher was very supportive and helpful. Loved the cultural and sports events.,1,0,1,0,0,1
1578,Ms. Joshi,Computer Science,Lab sessions helped reinforce theory. Great support for extracurriculars.,0,0,0,1,0,1
1579,Dr. Mehta,Biology,The teacher explains very clearly. Library had enough resources. Course material was relevant and engaging. Evaluation was not up to the mark.,1,1,1,0,1,0
1580,Mr. Iyer,Biology,Content was outdated. Lab work was poorly managed. The teacher explains very clearly.,1,1,0,1,0,0
1581,Prof. Khan,Biology,Labs were well-equipped and interesting. Continuous assessment was beneficial. Course material was relevant and engaging.,0,1,1,1,0,0
1582,Ms. Rani,Mathematics,The concepts were explained in a student-friendly way.,1,0,0,0,0,0
1583,Dr. Mehta,History,The reading space in the library is great.,0,0,0,0,1,0
1584,Dr. Verma,Computer Science,The concepts were explained in a student-friendly way. Great support for extracurriculars.,1,0,0,0,0,1
1585,Mr. Iyer,History,Library had enough resources. Exam patterns were predictable and easy. Course material was relevant and engaging.,0,1,1,0,1,0
1586,Ms. Joshi,Economics,Continuous assessment was beneficial. Content was outdated.,0,1,1,0,0,0
1587,Ms. Joshi,Biology,The syllabus was well-structured.,0,1,0,0,0,0
1588,Mr. Sharma,English,The teacher explains very clearly. Course material was relevant and engaging. Student clubs were very active. Lab assistants were very helpful.,1,1,0,1,0,1
1589,Mr. Sharma,Biology,The reading space in the library is great. Good teaching methods and examples.,1,0,0,0,1,0
1590,Prof. Khan,Mathematics,Content was outdated.,0,1,0,0,0,0
1591,Dr. Verma,Economics,The reading space in the library is great. The concepts were explained in a student-friendly way. Exams were fair and well-balanced.,1,0,1,0,1,0
1592,Mr. Sharma,Biology,Loved the cultural and sports events. The syllabus was well-structured.,0,1,0,0,0,1
1593,Mr. Sharma,Computer Science,Evaluation was not up to the mark.,0,0,1,0,0,0
1594,Mrs. Das,Computer Science,Lab work was poorly managed. We faced issues in accessing the digital library. The learning resources were very helpful.,0,1,0,1,1,0
1595,Ms. Joshi,Computer Science,Exams were fair and well-balanced. New books were regularly added. The teacher encouraged student interaction.,1,0,1,0,1,0
1596,Ms. Joshi,Computer Science,Lab assistants were very helpful. Course material was relevant and engaging. New books were regularly added. There were lots of workshops and events.,0,1,0,1,1,1
1597,Ms. Joshi,Biology,Loved the cultural and sports events.,0,0,0,0,0,1
1598,Dr. Verma,English,Evaluation was not up to the mark. Loved the cultural and sports events. The concepts were explained in a student-friendly way. Course material was relevant and engaging.,1,1,1,0,0,1
1599,Prof. Khan,Computer Science,The syllabus was well-structured. Labs were well-equipped and interesting.,0,1,0,1,0,0
1600,Mr. Sharma,English,Continuous assessment was beneficial. Library was not maintained properly. Great support for extracurriculars.,0,0,1,0,1,1
1601,Mrs. Das,Physics,The concepts were explained in a student-friendly way.,1,0,0,0,0,0
1602,Dr. Verma,Computer Science,The learning resources were very helpful. Library had enough resources.,0,1,0,0,1,0
1603,Mrs. Das,Computer Science,Lab work was poorly managed. Loved the cultural and sports events. Library had enough resources. The teacher explains very clearly.,1,0,0,1,1,1
1604,Dr. Verma,Physics,Content was outdated. Loved the cultural and sports events.,0,1,0,0,0,1
1605,Dr. Verma,Chemistry,Exam patterns were predictable and easy. Student clubs were very active. Lab work was poorly managed. Library was not maintained properly.,0,0,1,1,1,1
1606,Mr. Sharma,Mathematics,Great support for extracurriculars. Exam patterns were predictable and easy.,0,0,1,0,0,1
1607,Ms. Joshi,Mathematics,We had hands-on experience every week.,0,0,0,1,0,0
1608,Prof. Khan,Biology,Exams were fair and well-balanced. Lab sessions helped reinforce theory. The reading space in the library is great. Course material was relevant and engaging.,0,1,1,1,1,0
1609,Mr. Sharma,Mathematics,The course covered all essential topics. Exams were fair and well-balanced.,0,1,1,0,0,0
1610,Mr. Iyer,Economics,Lab assistants were very helpful.,0,0,0,1,0,0
1611,Mrs. Das,English,We had hands-on experience every week. The syllabus was well-structured. Not many extracurricular activities were encouraged. The teacher was very supportive and helpful.,1,1,0,1,0,1
1612,Ms. Joshi,Economics,Library had enough resources.,0,0,0,0,1,0
1613,Dr. Verma,Biology,The reading space in the library is great.,0,0,0,0,1,0
1614,Mr. Iyer,Economics,Library had enough resources. Exam patterns were predictable and easy. The syllabus was well-structured. Not many extracurricular activities were encouraged.,0,1,1,0,1,1
1615,Prof. Khan,Computer Science,We had hands-on experience every week. We faced issues in accessing the digital library.,0,0,0,1,1,0
1616,Mr. Iyer,Computer Science,The teacher was very supportive and helpful. We faced issues in accessing the digital library. The course covered all essential topics. Lab work was poorly managed.,1,1,0,1,1,0
1617,Dr. Verma,Economics,The teacher explains very clearly. The syllabus was well-structured.,1,1,0,0,0,0
1618,Ms. Joshi,Chemistry,Labs were well-equipped and interesting. The syllabus was well-structured.,0,1,0,1,0,0
1619,Mr. Sharma,History,Library was not maintained properly. Course material was relevant and engaging. Continuous assessment was beneficial. Not many extracurricular activities were encouraged.,0,1,1,0,1,1
1620,Prof. Khan,Chemistry,Good teaching methods and examples. Loved the cultural and sports events. Evaluation was not up to the mark. Library had enough resources.,1,0,1,0,1,1
1621,Prof. Khan,English,There were lots of workshops and events. Course material was relevant and engaging.,0,1,0,0,0,1
1622,Dr. Verma,English,Student clubs were very active. The learning resources were very helpful. Library was not maintained properly. Exams were fair and well-balanced.,0,1,1,0,1,1
1623,Ms. Rani,Computer Science,The syllabus was well-structured. Library had enough resources. Exam patterns were predictable and easy.,0,1,1,0,1,0
1624,Mrs. Das,Economics,Library had enough resources.,0,0,0,0,1,0
1625,Ms. Joshi,History,Lab sessions helped reinforce theory.,0,0,0,1,0,0
1626,Mrs. Das,Biology,Exams were fair and well-balanced. There were lots of workshops and events. Library had enough resources. Course material was relevant and engaging.,0,1,1,0,1,1
1627,Mr. Sharma,Chemistry,The syllabus was well-structured. The concepts were explained in a student-friendly way. The reading space in the library is great. Evaluation was not up to the mark.,1,1,1,0,1,0
1628,Mr. Iyer,Economics,The course covered all essential topics.,0,1,0,0,0,0
1629,Dr. Verma,Chemistry,The questions in the exam were tricky. Library had enough resources.,0,0,1,0,1,0
1630,Mr. Iyer,Economics,Labs were well-equipped and interesting. Exams were fair and well-balanced. New books were regularly added.,0,0,1,1,1,0
1631,Dr. Mehta,History,Library was not maintained properly. Lab sessions helped reinforce theory. Student clubs were very active.,0,0,0,1,1,1
1632,Dr. Mehta,Computer Science,The teacher encouraged student interaction. Continuous assessment was beneficial. Lab work was poorly managed.,1,0,1,1,0,0
1633,Mr. Sharma,Biology,Loved the cultural and sports events. New books were regularly added.,0,0,0,0,1,1
1634,Dr. Mehta,Economics,The teacher explains very clearly. The learning resources were very helpful. New books were regularly added. There were lots of workshops and events.,1,1,0,0,1,1
1635,Ms. Rani,History,The learning resources were very helpful. Exams were fair and well-balanced. Library was not maintained properly. Great support for extracurriculars.,0,1,1,0,1,1
1636,Ms. Rani,History,The syllabus was well-structured. Evaluation was not up to the mark. Library was not maintained properly. Great support for extracurriculars.,0,1,1,0,1,1
1637,Mr. Sharma,English,The questions in the exam were tricky. The teacher encouraged student interaction. We had hands-on experience every week.,1,0,1,1,0,0
1638,Dr. Mehta,Physics,Labs were well-equipped and interesting. The teacher was very supportive and helpful. The course covered all essential topics.,1,1,0,1,0,0
1639,Mrs. Das,Chemistry,The teacher explains very clearly. Exam patterns were predictable and easy.,1,0,1,0,0,0
1640,Dr. Mehta,Physics,Evaluation was not up to the mark.,0,0,1,0,0,0
1641,Mr. Iyer,English,Exams were fair and well-balanced.,0,0,1,0,0,0
1642,Ms. Rani,Computer Science,We had hands-on experience every week. New books were regularly added. The questions in the exam were tricky.,0,0,1,1,1,0
1643,Prof. Khan,English,We faced issues in accessing the digital library. Good teaching methods and examples.,1,0,0,0,1,0
1644,Mr. Sharma,Economics,Continuous assessment was beneficial. The teacher encouraged student interaction.,1,0,1,0,0,0
1645,Mrs. Das,Biology,Not many extracurricular activities were encouraged. Library was not maintained properly. The learning resources were very helpful.,0,1,0,0,1,1
1646,Prof. Khan,Chemistry,Lab assistants were very helpful. Content was outdated.,0,1,0,1,0,0
1647,Mrs. Das,Physics,We had hands-on experience every week. Exam patterns were predictable and easy. Student clubs were very active. The learning resources were very helpful.,0,1,1,1,0,1
1648,Mr. Sharma,Economics,Loved the cultural and sports events. Lab sessions helped reinforce theory.,0,0,0,1,0,1
1649,Dr. Verma,Biology,Lab assistants were very helpful. Library had enough resources. The teacher encouraged student interaction. The questions in the exam were tricky.,1,0,1,1,1,0
1650,Mr. Iyer,Chemistry,Library was not maintained properly. Lab work was poorly managed.,0,0,0,1,1,0
1651,Mrs. Das,Biology,Evaluation was not up to the mark.,0,0,1,0,0,0
1652,Dr. Verma,Chemistry,Library was not maintained properly. Lab assistants were very helpful. The teacher was very supportive and helpful.,1,0,0,1,1,0
1653,Mr. Sharma,History,The teacher explains very clearly. Not many extracurricular activities were encouraged.,1,0,0,0,0,1
1654,Mrs. Das,Mathematics,Great support for extracurriculars. The teacher explains very clearly. Labs were well-equipped and interesting. Evaluation was not up to the mark.,1,0,1,1,0,1
1655,Ms. Rani,Economics,Lab sessions helped reinforce theory. The concepts were explained in a student-friendly way.,1,0,0,1,0,0
1656,Ms. Joshi,Biology,Not many extracurricular activities were encouraged. Lab work was poorly managed.,0,0,0,1,0,1
1657,Mrs. Das,Mathematics,We had hands-on experience every week. New books were regularly added. Content was outdated.,0,1,0,1,1,0
1658,Mr. Iyer,Mathematics,Exams were fair and well-balanced.,0,0,1,0,0,0
1659,Prof. Khan,History,Library was not maintained properly.,0,0,0,0,1,0
1660,Mr. Iyer,Computer Science,Evaluation was not up to the mark. New books were regularly added.,0,0,1,0,1,0
1661,Dr. Mehta,Chemistry,The teacher explains very clearly. Exam patterns were predictable and easy.,1,0,1,0,0,0
1662,Mr. Iyer,Biology,Exams were fair and well-balanced. Lab sessions helped reinforce theory. We faced issues in accessing the digital library. The teacher explains very clearly.,1,0,1,1,1,0
1663,Mr. Sharma,English,The concepts were explained in a student-friendly way. The learning resources were very helpful. We faced issues in accessing the digital library.,1,1,0,0,1,0
1664,Mr. Sharma,Physics,The course covered all essential topics. Not many extracurricular activities were encouraged.,0,1,0,0,0,1
1665,Mr. Sharma,Chemistry,The questions in the exam were tricky. Labs were well-equipped and interesting. Not many extracurricular activities were encouraged.,0,0,1,1,0,1
1666,Dr. Verma,Economics,Labs were well-equipped and interesting. The course covered all essential topics. The teacher encouraged student interaction. Not many extracurricular activities were encouraged.,1,1,0,1,0,1
1667,Dr. Verma,History,Evaluation was not up to the mark. Lab sessions helped reinforce theory. Good teaching methods and examples.,1,0,1,1,0,0
1668,Mr. Iyer,Computer Science,The teacher encouraged student interaction. There were lots of workshops and events.,1,0,0,0,0,1
1669,Mr. Sharma,Mathematics,We faced issues in accessing the digital library. The questions in the exam were tricky. The course covered all essential topics.,0,1,1,0,1,0
1670,Mr. Sharma,Physics,Lab work was poorly managed. Library had enough resources. Not many extracurricular activities were encouraged.,0,0,0,1,1,1
1671,Dr. Mehta,History,The reading space in the library is great. Content was outdated.,0,1,0,0,1,0
1672,Dr. Mehta,Chemistry,The course covered all essential topics. The reading space in the library is great. Great support for extracurriculars.,0,1,0,0,1,1
1673,Prof. Khan,Mathematics,We had hands-on experience every week. Content was outdated. We faced issues in accessing the digital library.,0,1,0,1,1,0
1674,Ms. Joshi,English,Not many extracurricular activities were encouraged. The concepts were explained in a student-friendly way.,1,0,0,0,0,1
1675,Prof. Khan,English,The teacher encouraged student interaction. Lab sessions helped reinforce theory. Great support for extracurriculars. Library was not maintained properly.,1,0,0,1,1,1
1676,Dr. Verma,Computer Science,Student clubs were very active. The concepts were explained in a student-friendly way. Exam patterns were predictable and easy.,1,0,1,0,0,1
1677,Ms. Joshi,English,Good teaching methods and examples.,1,0,0,0,0,0
1678,Prof. Khan,Mathematics,Course material was relevant and engaging. Lab work was poorly managed. There were lots of workshops and events. The reading space in the library is great.,0,1,0,1,1,1
1679,Mr. Sharma,History,The teacher was very supportive and helpful.,1,0,0,0,0,0
1680,Dr. Verma,Chemistry,The concepts were explained in a student-friendly way. Course material was relevant and engaging. Lab sessions helped reinforce theory. New books were regularly added.,1,1,0,1,1,0
1681,Ms. Joshi,Biology,New books were regularly added.,0,0,0,0,1,0
1682,Ms. Rani,English,The syllabus was well-structured. We had hands-on experience every week. The teacher explains very clearly. The questions in the exam were tricky.,1,1,1,1,0,0
1683,Ms. Joshi,Biology,We had hands-on experience every week. There were lots of workshops and events. Good teaching methods and examples.,1,0,0,1,0,1
1684,Dr. Mehta,Biology,The concepts were explained in a student-friendly way.,1,0,0,0,0,0
1685,Prof. Khan,Biology,The reading space in the library is great.,0,0,0,0,1,0
1686,Ms. Rani,Computer Science,The teacher was very supportive and helpful. Library had enough resources. Exams were fair and well-balanced.,1,0,1,0,1,0
1687,Dr. Mehta,English,Exam patterns were predictable and easy. The reading space in the library is great. Not many extracurricular activities were encouraged.,0,0,1,0,1,1
1688,Mr. Iyer,Chemistry,Evaluation was not up to the mark. There were lots of workshops and events.,0,0,1,0,0,1
1689,Dr. Verma,History,Exams were fair and well-balanced. Not many extracurricular activities were encouraged. The reading space in the library is great. Course material was relevant and engaging.,0,1,1,0,1,1
1690,Mr. Sharma,Computer Science,The reading space in the library is great. Lab work was poorly managed. The teacher explains very clearly.,1,0,0,1,1,0
1691,Mrs. Das,Chemistry,The teacher encouraged student interaction. Labs were well-equipped and interesting.,1,0,0,1,0,0
1692,Dr. Mehta,Biology,The course covered all essential topics. Exam patterns were predictable and easy.,0,1,1,0,0,0
1693,Prof. Khan,Mathematics,Good teaching methods and examples. Labs were well-equipped and interesting. The learning resources were very helpful. Continuous assessment was beneficial.,1,1,1,1,0,0
1694,Ms. Joshi,History,The course covered all essential topics. Loved the cultural and sports events. The questions in the exam were tricky. The teacher was very supportive and helpful.,1,1,1,0,0,1
1695,Ms. Rani,Economics,The learning resources were very helpful.,0,1,0,0,0,0
1696,Mr. Iyer,Biology,Not many extracurricular activities were encouraged.,0,0,0,0,0,1
1697,Mr. Sharma,Computer Science,Loved the cultural and sports events. We faced issues in accessing the digital library.,0,0,0,0,1,1
1698,Mr. Iyer,Chemistry,Great support for extracurriculars. Lab work was poorly managed. The course covered all essential topics.,0,1,0,1,0,1
1699,Ms. Joshi,Biology,Exams were fair and well-balanced. Library had enough resources. There were lots of workshops and events. Lab sessions helped reinforce theory.,0,0,1,1,1,1
1700,Prof. Khan,Economics,The teacher explains very clearly.,1,0,0,0,0,0
1701,Dr. Mehta,Physics,Library was not maintained properly. Great support for extracurriculars. The teacher encouraged student interaction. Lab assistants were very helpful.,1,0,0,1,1,1
1702,Dr. Verma,Mathematics,The teacher was very supportive and helpful. Content was outdated.,1,1,0,0,0,0
1703,Mr. Sharma,Chemistry,The course covered all essential topics. Exams were fair and well-balanced.,0,1,1,0,0,0
1704,Mr. Iyer,English,Good teaching methods and examples. We had hands-on experience every week. Not many extracurricular activities were encouraged.,1,0,0,1,0,1
1705,Ms. Rani,Economics,Evaluation was not up to the mark. The teacher explains very clearly. The reading space in the library is great. Loved the cultural and sports events.,1,0,1,0,1,1
1706,Mr. Sharma,History,There were lots of workshops and events. The teacher encouraged student interaction.,1,0,0,0,0,1
1707,Prof. Khan,Computer Science,Not many extracurricular activities were encouraged. We faced issues in accessing the digital library. The syllabus was well-structured. We had hands-on experience every week.,0,1,0,1,1,1
1708,Dr. Mehta,Mathematics,The teacher explains very clearly. We faced issues in accessing the digital library. There were lots of workshops and events. Exam patterns were predictable and easy.,1,0,1,0,1,1
1709,Dr. Verma,Economics,The questions in the exam were tricky.,0,0,1,0,0,0
1710,Mr. Sharma,Computer Science,Lab work was poorly managed.,0,0,0,1,0,0
1711,Ms. Joshi,Computer Science,Not many extracurricular activities were encouraged. Lab assistants were very helpful.,0,0,0,1,0,1
1712,Dr. Mehta,Mathematics,The concepts were explained in a student-friendly way. We had hands-on experience every week. Exams were fair and well-balanced. Not many extracurricular activities were encouraged.,1,0,1,1,0,1
1713,Mr. Sharma,Chemistry,The teacher explains very clearly. The reading space in the library is great.,1,0,0,0,1,0
1714,Mr. Sharma,Physics,Library was not maintained properly. Not many extracurricular activities were encouraged.,0,0,0,0,1,1
1715,Ms. Rani,Physics,Continuous assessment was beneficial. We faced issues in accessing the digital library. The course covered all essential topics. Lab assistants were very helpful.,0,1,1,1,1,0
1716,Mrs. Das,Computer Science,Lab sessions helped reinforce theory.,0,0,0,1,0,0
1717,Mrs. Das,Chemistry,There were lots of workshops and events. The teacher explains very clearly. Content was outdated. Evaluation was not up to the mark.,1,1,1,0,0,1
1718,Dr. Verma,Physics,Lab work was poorly managed. Evaluation was not up to the mark.,0,0,1,1,0,0
1719,Ms. Rani,Economics,The questions in the exam were tricky. Good teaching methods and examples. Lab work was poorly managed. Loved the cultural and sports events.,1,0,1,1,0,1
1720,Mr. Sharma,Chemistry,We had hands-on experience every week. Exam patterns were predictable and easy. Student clubs were very active.,0,0,1,1,0,1
1721,Ms. Rani,Physics,Lab work was poorly managed. The concepts were explained in a student-friendly way.,1,0,0,1,0,0
1722,Dr. Mehta,Chemistry,Great support for extracurriculars. Good teaching methods and examples. We faced issues in accessing the digital library.,1,0,0,0,1,1
1723,Dr. Mehta,Biology,Lab assistants were very helpful.,0,0,0,1,0,0
1724,Dr. Verma,History,The questions in the exam were tricky. New books were regularly added. We had hands-on experience every week. The teacher encouraged student interaction.,1,0,1,1,1,0
1725,Ms. Rani,Mathematics,The reading space in the library is great. Loved the cultural and sports events.,0,0,0,0,1,1
1726,Mrs. Das,Chemistry,The reading space in the library is great. Lab assistants were very helpful. The questions in the exam were tricky.,0,0,1,1,1,0
1727,Dr. Verma,Mathematics,Labs were well-equipped and interesting. We faced issues in accessing the digital library.,0,0,0,1,1,0
